TimeID,Precipitationmm,Events,Conditions,WindDirDegrees
890,0,Rain,Light Rain,0
891,0.01,Normal,Overcast,0
892,0,Normal,Overcast,0
893,0,Normal,Overcast,170
894,0,Normal,Overcast,180
895,0,Normal,Overcast,0
896,0,Normal,Overcast,180
897,0,Normal,Overcast,170
898,0,Rain,Light Rain,180
899,0.02,Rain,Light Rain,180
900,0.04,Rain,Light Rain,180
901,0.07,Rain,Light Rain,170
902,0.09,Rain,Light Rain,180
903,0.07,Rain,Light Rain,180
904,0.09,Rain,Light Rain,170
905,0.12,Rain,Light Rain,170
906,0.04,Rain,Rain,170
907,0.11,Rain,Rain,170
908,0.2,Rain,Rain,170
909,0.19,Rain,Rain,150
910,0.22,Rain,Rain,0
911,0.01,Rain,Light Rain,150
912,0.01,Rain,Light Rain,0
913,0.04,Rain,Light Rain,150
914,0.05,Rain,Light Rain,0
915,0.05,Normal,Overcast,180
916,0.01,Normal,Overcast,0
917,0,Normal,Overcast,180
918,0,Normal,Overcast,170
919,0.01,Normal,Partly Cloudy,0
920,0,Normal,Partly Cloudy,220
921,0,Normal,Mostly Cloudy,0
922,0,Normal,Overcast,0
923,0,Normal,Overcast,0
924,0,Normal,Overcast,0
925,0,Normal,Overcast,220
926,0,Normal,Overcast,240
927,0,Normal,Overcast,0
928,0,Normal,Overcast,220
929,0,Normal,Overcast,0
930,0,Normal,Overcast,0
931,0,Normal,Overcast,250
932,0,Normal,Overcast,290
933,0,Normal,Overcast,270
934,0,Normal,Overcast,280
935,0,Normal,Overcast,0
936,0,Normal,Overcast,310
937,0,Normal,Overcast,310
938,0,Normal,Overcast,0
939,0,Normal,Overcast,310
940,0,Normal,Overcast,300
941,0,Normal,Overcast,0
942,0,Normal,Mostly Cloudy,310
943,0,Normal,Mostly Cloudy,0
944,0,Normal,Overcast,0
945,0,Normal,Overcast,310
946,0,Normal,Mostly Cloudy,0
947,0,Normal,Overcast,360
948,0,Normal,Overcast,0
949,0,Normal,Overcast,300
950,0,Normal,Overcast,0
951,0,Normal,Overcast,0
952,0,Rain,Light Rain,10
953,0,Normal,Overcast,50
954,0,Rain,Light Rain,30
955,0,Normal,Overcast,20
956,0.01,Normal,Overcast,0
957,0,Rain,Light Rain,30
958,0.02,Snow,Light Snow,40
959,0.04,Snow,Light Snow,40
960,0.05,Snow,Light Snow,40
961,0.06,Snow,Light Snow,30
962,0,Snow,Light Snow,0
963,0.02,Snow,Light Snow,30
964,0.08,Snow,Light Snow,0
965,0.08,Snow,Light Snow,0
966,0.12,Fog-Snow,Snow,0
967,0.09,Fog-Snow,Snow,10
968,0.09,Snow,Light Snow,40
969,0,Fog-Snow,Light Snow,30
970,0.01,Fog-Snow,Light Snow,30
971,0.01,Fog-Snow,Snow,20
972,0.04,Fog-Snow,Snow,40
973,0,Fog-Snow,Light Snow,30
974,0,Snow,Light Snow,10
975,0,Snow,Light Snow,30
976,0.01,Normal,Overcast,20
977,0.01,Snow,Light Snow,0
978,0.01,Snow,Light Snow,0
979,0,Snow,Light Snow,0
980,0,Fog-Snow,Snow,360
981,0.01,Fog-Snow,Snow,0
982,0,Snow,Light Snow,0
983,0,Normal,Overcast,10
984,0,Normal,Haze,10
985,0,Normal,Overcast,0
986,0,Normal,Overcast,300
987,0,Normal,Mostly Cloudy,0
988,0,Normal,Scattered Clouds,0
989,0,Normal,Clear,300
990,0,Normal,Mostly Cloudy,300
991,0,Normal,Overcast,300
992,0,Normal,Clear,0
993,0,Normal,Clear,290
994,0,Normal,Clear,290
995,0,Normal,Clear,310
996,0,Normal,Clear,310
997,0,Normal,Clear,310
998,0,Normal,Clear,0
999,0,Normal,Clear,300
1000,0,Normal,Clear,310
1001,0,Normal,Clear,0
1002,0,Normal,Clear,0
1003,0,Normal,Clear,0
1004,0,Normal,Clear,280
1005,0,Normal,Clear,0
1006,0,Normal,Clear,0
1007,0,Normal,Clear,280
1008,0,Normal,Clear,280
1009,0,Normal,Clear,270
1010,0,Normal,Clear,0
1011,0,Normal,Clear,0
1012,0,Normal,Clear,0
1013,0,Normal,Clear,0
1014,0,Normal,Clear,250
1015,0,Normal,Clear,260
1016,0,Normal,Clear,0
1017,0,Normal,Clear,0
1018,0,Normal,Clear,220
1019,0,Normal,Clear,230
1020,0,Normal,Clear,0
1021,0,Normal,Clear,0
1022,0,Normal,Clear,0
1023,0,Normal,Clear,240
1024,0,Normal,Clear,0
1025,0,Normal,Clear,0
1026,0,Normal,Clear,0
1027,0,Normal,Clear,260
1028,0,Normal,Clear,270
1029,0,Normal,Clear,0
1030,0,Normal,Clear,280
1031,0,Normal,Clear,0
1032,0,Normal,Clear,0
1033,0,Normal,Clear,0
1034,0,Normal,Clear,0
1035,0,Normal,Clear,0
1036,0,Normal,Clear,0
1037,0,Normal,Clear,60
1038,0,Normal,Clear,0
1039,0,Normal,Clear,90
1040,0,Normal,Clear,70
1041,0,Normal,Clear,80
1042,0,Normal,Clear,80
1043,0,Normal,Clear,70
1044,0,Normal,Clear,70
1045,0,Normal,Clear,50
1046,0,Normal,Clear,60
1047,0,Normal,Clear,80
1048,0,Normal,Clear,50
1049,0,Normal,Clear,50
1050,0,Normal,Clear,40
1051,0,Normal,Partly Cloudy,60
1052,0,Normal,Mostly Cloudy,60
1053,0,Normal,Overcast,60
1054,0,Normal,Overcast,60
1055,0,Normal,Overcast,60
1056,0,Normal,Overcast,70
1057,0,Normal,Overcast,40
1058,0,Normal,Overcast,60
1059,0,Normal,Overcast,50
1060,0,Normal,Overcast,50
1061,0,Snow,Light Snow,90
1062,0,Snow,Light Snow,80
1063,0,Snow,Light Snow,60
1064,0.01,Snow,Snow,60
1065,0.01,Snow,Light Snow,0
1066,0.01,Snow,Light Snow,0
1067,0.01,Snow,Light Snow,20
1068,0.01,Snow,Light Snow,30
1069,0.03,Snow,Light Snow,40
1070,0.03,Snow,Snow,10
1071,0.01,Snow,Light Snow,10
1072,0.01,Snow,Light Snow,30
1073,0.01,Normal,Haze,40
1074,0.01,Normal,Haze,30
1075,0.01,Normal,Overcast,50
1076,0,Normal,Overcast,50
1077,0,Normal,Overcast,30
1078,0,Normal,Overcast,40
1079,0,Normal,Overcast,0
1080,0,Normal,Overcast,40
1081,0,Normal,Overcast,0
1082,0,Normal,Overcast,40
1083,0,Normal,Overcast,20
1084,0,Normal,Overcast,0
1085,0,Normal,Overcast,60
1086,0,Normal,Overcast,50
1087,0,Normal,Overcast,30
1088,0,Snow,Light Snow,0
1089,0,Snow,Light Snow,50
1090,0,Snow,Light Snow,80
1091,0,Normal,Overcast,0
1092,0,Normal,Overcast,70
1093,0,Normal,Overcast,60
1094,0,Normal,Overcast,120
1095,0,Normal,Haze,0
1096,0,Normal,Overcast,50
1097,0,Normal,Overcast,50
1098,0,Normal,Overcast,0
1099,0,Normal,Overcast,0
1100,0,Normal,Overcast,0
1101,0,Normal,Overcast,60
1102,0,Normal,Overcast,0
1103,0,Normal,Overcast,50
1104,0,Normal,Scattered Clouds,60
1105,0,Normal,Mostly Cloudy,0
1106,0,Normal,Mostly Cloudy,0
1107,0,Normal,Overcast,0
1108,0,Normal,Overcast,60
1109,0,Normal,Overcast,0
1110,0,Normal,Overcast,0
1111,0,Normal,Overcast,80
1112,0,Normal,Mostly Cloudy,0
1113,0,Normal,Partly Cloudy,30
1114,0,Normal,Overcast,50
1115,0,Normal,Overcast,0
1116,0,Normal,Overcast,0
1117,0,Normal,Overcast,0
1118,0,Normal,Overcast,0
1119,0,Normal,Overcast,0
1120,0,Normal,Overcast,0
1121,0,Normal,Overcast,0
1122,0,Normal,Haze,290
1123,0,Snow,Light Snow,300
1124,0.01,Snow,Light Snow,0
1125,0,Snow,Light Snow,0
1126,0,Normal,Haze,290
1127,0,Normal,Overcast,270
1128,0,Normal,Overcast,260
1129,0,Normal,Overcast,0
1130,0,Normal,Haze,260
1131,0,Normal,Haze,0
1132,0,Normal,Overcast,0
1133,0,Normal,Overcast,260
1134,0,Normal,Overcast,0
1135,0,Normal,Overcast,0
1136,0,Normal,Overcast,0
1137,0,Normal,Haze,260
1138,0,Snow,Light Snow,0
1139,0,Snow,Light Snow,270
1140,0,Snow,Light Snow,0
1141,0,Snow,Light Snow,270
1142,0,Snow,Light Snow,280
1143,0,Normal,Haze,270
1144,0,Normal,Haze,0
1145,0,Normal,Haze,0
1146,0,Normal,Haze,0
1147,0,Normal,Haze,0
1148,0,Normal,Haze,0
1149,0,Normal,Haze,280
1150,0,Normal,Overcast,270
1151,0,Normal,Overcast,0
1152,0,Normal,Overcast,270
1153,0,Normal,Overcast,0
1154,0,Normal,Overcast,270
1155,0,Normal,Overcast,280
1156,0,Normal,Overcast,0
1157,0,Normal,Overcast,0
1158,0,Normal,Overcast,260
1159,0,Normal,Mostly Cloudy,270
1160,0,Normal,Clear,0
1161,0,Normal,Clear,0
1162,0,Normal,Mostly Cloudy,0
1163,0,Normal,Overcast,250
1164,0,Normal,Overcast,300
1165,0,Normal,Overcast,270
1166,0,Snow,Light Snow,280
1167,0,Normal,Haze,270
1168,0,Snow,Light Snow,300
1169,0,Snow,Light Snow,0
1170,0,Normal,Haze,320
1171,0,Normal,Overcast,290
1172,0,Normal,Overcast,0
1173,0,Normal,Mostly Cloudy,280
1174,0,Normal,Clear,310
1175,0,Normal,Clear,290
1176,0,Normal,Clear,280
1177,0,Normal,Partly Cloudy,280
1178,0,Normal,Mostly Cloudy,290
1179,0,Normal,Overcast,300
1180,0,Normal,Mostly Cloudy,300
1181,0,Normal,Overcast,290
1182,0,Normal,Overcast,320
1183,0,Normal,Overcast,280
1184,0,Normal,Partly Cloudy,0
1185,0,Normal,Partly Cloudy,290
1186,0,Normal,Clear,310
1187,0,Normal,Clear,0
1188,0,Normal,Clear,300
1189,0,Normal,Clear,300
1190,0,Normal,Clear,300
1191,0,Normal,Clear,300
1192,0,Normal,Clear,290
1193,0,Normal,Clear,0
1194,0,Normal,Clear,290
1195,0,Normal,Clear,290
1196,0,Normal,Clear,290
1197,0,Normal,Clear,290
1198,0,Normal,Clear,290
1199,0,Normal,Clear,280
1200,0,Normal,Clear,280
1201,0,Normal,Clear,0
1202,0,Normal,Clear,0
1203,0,Normal,Clear,300
1204,0,Normal,Clear,240
1205,0,Normal,Clear,0
1206,0,Normal,Overcast,0
1207,0,Normal,Overcast,0
1208,0,Normal,Overcast,210
1209,0,Normal,Overcast,0
1210,0,Normal,Overcast,0
1211,0,Normal,Overcast,0
1212,0,Normal,Overcast,0
1213,0,Normal,Overcast,250
1214,0,Normal,Overcast,0
1215,0,Normal,Overcast,0
1216,0,Normal,Overcast,0
1217,0,Normal,Overcast,0
1218,0,Normal,Scattered Clouds,0
1219,0,Normal,Clear,0
1220,0,Normal,Clear,270
1221,0,Normal,Clear,270
1222,0,Normal,Clear,310
1223,0,Normal,Clear,300
1224,0,Normal,Clear,310
1225,0,Normal,Overcast,310
1226,0,Normal,Partly Cloudy,290
1227,0,Normal,Mostly Cloudy,280
1228,0,Normal,Mostly Cloudy,310
1229,0,Normal,Clear,310
1230,0,Normal,Scattered Clouds,280
1231,0,Normal,Scattered Clouds,310
1232,0,Normal,Clear,310
1233,0,Normal,Clear,310
1234,0,Normal,Clear,310
1235,0,Normal,Partly Cloudy,310
1236,0,Normal,Clear,310
1237,0,Normal,Clear,310
1238,0,Normal,Clear,300
1239,0,Normal,Clear,300
1240,0,Normal,Clear,310
1241,0,Normal,Clear,310
1242,0,Normal,Clear,0
1243,0,Normal,Clear,0
1244,0,Normal,Clear,310
1245,0,Normal,Clear,310
1246,0,Normal,Clear,0
1247,0,Normal,Clear,300
1248,0,Normal,Clear,0
1249,0,Normal,Clear,300
1250,0,Normal,Clear,340
1251,0,Normal,Clear,0
1252,0,Normal,Clear,310
1253,0,Normal,Clear,0
1254,0,Normal,Clear,0
1255,0,Normal,Clear,0
1256,0,Normal,Clear,0
1257,0,Normal,Clear,0
1258,0,Normal,Clear,310
1259,0,Normal,Clear,0
1260,0,Normal,Clear,0
1261,0,Normal,Clear,0
1262,0,Normal,Clear,0
1263,0,Normal,Clear,0
1264,0,Normal,Clear,0
1265,0,Normal,Clear,300
1266,0,Normal,Clear,0
1267,0,Normal,Clear,20
1268,0,Normal,Clear,0
1269,0,Normal,Mostly Cloudy,0
1270,0,Normal,Overcast,0
1271,0,Normal,Overcast,120
1272,0,Normal,Overcast,0
1273,0,Normal,Overcast,0
1274,0,Normal,Overcast,60
1275,0,Normal,Overcast,70
1276,0,Normal,Overcast,0
1277,0,Normal,Overcast,60
1278,0,Normal,Overcast,60
1279,0,Normal,Haze,100
1280,0,Snow,Light Snow,0
1281,0,Snow,Light Snow,90
1282,0,Snow,Snow,60
1283,0.02,Snow,Snow,60
1284,0.03,Snow,Snow,0
1285,0.01,Snow,Snow,70
1286,0.02,Fog-Snow,Snow,70
1287,0.03,Snow,Light Snow,70
1288,0.04,Snow,Light Snow,0
1289,0.05,Snow,Light Snow,0
1290,0.02,Snow,Light Snow,70
1291,0.04,Snow,Light Snow,80
1292,0,Normal,Overcast,80
1293,0.01,Rain,Light Freezing Rain,70
1294,0.01,Rain,Light Freezing Rain,80
1295,0.02,Rain,Light Freezing Rain,0
1296,0.03,Rain,Light Freezing Rain,90
1297,0,Rain,Light Freezing Rain,70
1298,0,Normal,Overcast,60
1299,0.01,Normal,Overcast,70
1300,0.03,Rain,Light Rain,70
1301,0,Normal,Overcast,60
1302,0.01,Rain,Light Rain,60
1303,0.02,Rain,Light Rain,60
1304,0.02,Normal,Overcast,70
1305,0.03,Rain,Rain,60
1306,0.14,Rain,Rain,70
1307,0.03,Rain,Light Rain,40
1308,0.07,Normal,Overcast,40
1309,0.07,Normal,Overcast,40
1310,0.01,Normal,Overcast,50
1311,0.01,Normal,Overcast,50
1312,0,Normal,Overcast,0
1313,0,Normal,Overcast,0
1314,0,Normal,Overcast,0
1315,0,Normal,Overcast,150
1316,0,Normal,Overcast,150
1317,0.01,Normal,Overcast,0
1318,0,Normal,Overcast,160
1319,0,Normal,Overcast,180
1320,0,Normal,Overcast,160
1321,0,Normal,Overcast,180
1322,0,Normal,Overcast,0
1323,0,Normal,Overcast,0
1324,0,Normal,Overcast,0
1325,0,Normal,Overcast,0
1326,0,Normal,Overcast,0
1327,0,Normal,Haze,170
1328,0,Normal,Haze,0
1329,0,Normal,Haze,0
1330,0,Rain,Light Rain,0
1331,0.01,Normal,Haze,0
1332,0.01,Rain,Rain,170
1333,0.09,Rain,Rain,170
1334,0.1,Rain,Light Rain,170
1335,0,Rain,Light Rain,0
1336,0.01,Normal,Haze,160
1337,0.01,Normal,Haze,0
1338,0,Rain,Light Rain,0
1339,0.01,Rain,Light Rain,0
1340,0,Rain,Light Rain,150
1341,0.01,Normal,Overcast,150
1342,0.01,Normal,Overcast,170
1343,0.01,Rain,Light Rain,0
1344,0.01,Normal,Overcast,170
1345,0.04,Rain,Light Rain,160
1346,0.04,Rain,Light Rain,170
1347,0.01,Rain,Light Rain,160
1348,0.03,Rain,Light Rain,170
1349,0.18,Rain,Light Rain,160
1350,0.58,Fog-Rain,Rain,0
1351,0.01,Rain,Light Rain,180
1352,0.03,Rain,Light Rain,0
1353,0.04,Rain,Rain,0
1354,0.05,Rain,Rain,0
1355,0.06,Rain,Light Rain,0
1356,0.06,Normal,Mostly Cloudy,0
1357,0.01,Normal,Mostly Cloudy,0
1358,0.01,Normal,Overcast,240
1359,0.01,Normal,Overcast,0
1360,0,Normal,Overcast,250
1361,0,Normal,Overcast,260
1362,0,Normal,Overcast,0
1363,0,Normal,Overcast,280
1364,0,Normal,Mostly Cloudy,290
1365,0,Normal,Mostly Cloudy,280
1366,0,Normal,Scattered Clouds,0
1367,0,Normal,Partly Cloudy,0
1368,0,Normal,Partly Cloudy,310
1369,0,Normal,Clear,300
1370,0,Normal,Clear,300
1371,0,Normal,Clear,310
1372,0,Normal,Scattered Clouds,310
1373,0,Normal,Mostly Cloudy,300
1374,0,Normal,Overcast,300
1375,0,Normal,Overcast,0
1376,0,Normal,Overcast,10
1377,0,Normal,Overcast,0
1378,0,Normal,Overcast,310
1379,0,Normal,Scattered Clouds,280
1380,0,Normal,Partly Cloudy,280
1381,0,Normal,Overcast,320
1382,0,Normal,Overcast,300
1383,0,Normal,Overcast,320
1384,0,Normal,Overcast,310
1385,0,Normal,Overcast,0
1386,0,Normal,Overcast,300
1387,0,Normal,Overcast,290
1388,0,Normal,Overcast,290
1389,0,Normal,Overcast,290
1390,0,Normal,Overcast,290
1391,0,Normal,Overcast,290
1392,0,Normal,Clear,0
1393,0,Normal,Clear,0
1394,0,Normal,Clear,290
1395,0,Normal,Clear,290
1396,0,Normal,Clear,0
1397,0,Normal,Clear,300
1398,0,Normal,Clear,0
1399,0,Normal,Clear,300
1400,0,Normal,Clear,0
1401,0,Normal,Clear,0
1402,0,Normal,Clear,300
1403,0,Normal,Clear,0
1404,0,Normal,Clear,0
1405,0,Normal,Clear,0
1406,0,Normal,Clear,310
1407,0,Normal,Clear,0
1408,0,Normal,Clear,310
1409,0,Normal,Clear,0
1410,0,Normal,Clear,300
1411,0,Normal,Clear,300
1412,0,Normal,Clear,0
1413,0,Normal,Clear,0
1414,0,Normal,Clear,360
1415,0,Normal,Clear,20
1416,0,Normal,Clear,0
1417,0,Normal,Clear,20
1418,0,Normal,Clear,40
1419,0,Normal,Clear,30
1420,0,Normal,Clear,360
1421,0,Normal,Clear,0
1422,0,Normal,Clear,50
1423,0,Normal,Clear,360
1424,0,Normal,Clear,0
1425,0,Normal,Clear,20
1426,0,Normal,Clear,30
1427,0,Normal,Clear,0
1428,0,Normal,Clear,0
1429,0,Normal,Clear,0
1430,0,Normal,Clear,0
1431,0,Normal,Clear,0
1432,0,Normal,Clear,170
1433,0,Normal,Scattered Clouds,180
1434,0,Normal,Scattered Clouds,180
1435,0,Normal,Overcast,0
1436,0,Normal,Mostly Cloudy,180
1437,0,Normal,Clear,0
1438,0,Normal,Partly Cloudy,160
1439,0,Normal,Overcast,200
1440,0,Normal,Overcast,0
1441,0,Normal,Mostly Cloudy,200
1442,0,Normal,Mostly Cloudy,0
1443,0,Normal,Mostly Cloudy,220
1444,0,Normal,Overcast,0
1445,0,Normal,Overcast,180
1446,0,Normal,Overcast,0
1447,0,Normal,Overcast,190
1448,0,Normal,Overcast,170
1449,0,Normal,Overcast,170
1450,0,Normal,Overcast,0
1451,0,Normal,Overcast,0
1452,0,Normal,Overcast,0
1453,0,Normal,Overcast,0
1454,0,Normal,Partly Cloudy,0
1455,0,Normal,Clear,240
1456,0,Normal,Clear,0
1457,0,Normal,Clear,0
1458,0,Normal,Clear,270
1459,0,Normal,Clear,260
1460,0,Normal,Clear,0
1461,0,Normal,Clear,230
1462,0,Normal,Clear,250
1463,0,Normal,Clear,0
1464,0,Normal,Clear,250
1465,0,Normal,Clear,250
1466,0,Normal,Clear,250
1467,0,Normal,Clear,220
1468,0,Normal,Clear,0
1469,0,Normal,Clear,0
1470,0,Normal,Clear,240
1471,0,Normal,Clear,260
1472,0,Normal,Clear,0
1473,0,Normal,Clear,270
1474,0,Normal,Clear,290
1475,0,Normal,Clear,0
1476,0,Normal,Clear,0
1477,0,Normal,Clear,290
1478,0,Normal,Clear,300
1479,0,Normal,Clear,0
1480,0,Normal,Clear,310
1481,0,Normal,Clear,0
1482,0,Normal,Clear,0
1483,0,Normal,Clear,300
1484,0,Normal,Clear,360
1485,0,Normal,Mostly Cloudy,0
1486,0,Normal,Overcast,0
1487,0,Normal,Overcast,0
1488,0,Normal,Overcast,0
1489,0.01,Normal,Overcast,50
1490,0,Rain,Light Rain,360
1491,0,Rain,Light Rain,30
1492,0.02,Rain,Light Rain,0
1493,0,Normal,Overcast,60
1494,0,Normal,Overcast,50
1495,0,Normal,Overcast,60
1496,0,Normal,Mostly Cloudy,40
1497,0,Normal,Scattered Clouds,40
1498,0,Normal,Clear,360
1499,0,Normal,Clear,0
1500,0,Normal,Clear,0
1501,0,Normal,Clear,0
1502,0,Normal,Clear,20
1503,0,Normal,Clear,0
1504,0,Normal,Clear,0
1505,0,Normal,Clear,270
1506,0,Normal,Clear,0
1507,0,Normal,Clear,0
1508,0,Normal,Clear,0
1509,0,Normal,Clear,0
1510,0,Normal,Clear,0
1511,0,Normal,Clear,0
1512,0,Normal,Clear,360
1513,0,Normal,Clear,190
1514,0,Normal,Clear,0
1515,0,Normal,Clear,0
1516,0,Normal,Clear,80
1517,0,Normal,Clear,50
1518,0,Normal,Clear,60
1519,0,Normal,Clear,60
1520,0,Normal,Clear,60
1521,0,Normal,Clear,70
1522,0,Normal,Clear,80
1523,0,Normal,Clear,60
1524,0,Normal,Scattered Clouds,70
1525,0,Normal,Mostly Cloudy,70
1526,0,Normal,Mostly Cloudy,60
1527,0,Normal,Overcast,80
1528,0,Normal,Overcast,70
1529,0,Normal,Overcast,60
1530,0,Normal,Overcast,60
1531,0,Normal,Overcast,60
1532,0,Normal,Overcast,70
1533,0,Normal,Overcast,60
1534,0,Normal,Overcast,70
1535,0.01,Normal,Overcast,80
1536,0.01,Normal,Overcast,60
1537,0.02,Normal,Overcast,70
1538,0.01,Normal,Overcast,70
1539,0.01,Normal,Overcast,70
1540,0.03,Normal,Overcast,70
1541,0,Normal,Overcast,70
1542,0.02,Normal,Overcast,70
1543,0.01,Normal,Overcast,70
1544,0.01,Normal,Overcast,60
1545,0.04,Rain,Light Rain,80
1546,0.06,Rain,Light Rain,70
1547,0.08,Normal,Overcast,70
1548,0.04,Rain,Light Rain,70
1549,0.04,Normal,Overcast,70
1550,0.05,Normal,Overcast,70
1551,0.01,Rain,Light Rain,80
1552,0.02,Normal,Overcast,70
1553,0.02,Normal,Overcast,70
1554,0.01,Normal,Overcast,70
1555,0.02,Normal,Overcast,60
1556,0.04,Normal,Overcast,70
1557,0.02,Normal,Overcast,70
1558,0.02,Normal,Overcast,70
1559,0.02,Normal,Overcast,70
1560,0.01,Normal,Overcast,70
1561,0.02,Normal,Overcast,80
1562,0.01,Normal,Overcast,70
1563,0.02,Normal,Overcast,60
1564,0.02,Normal,Overcast,90
1565,0.02,Normal,Overcast,70
1566,0.02,Normal,Overcast,60
1567,0.01,Normal,Overcast,80
1568,0.01,Normal,Overcast,70
1569,0.01,Normal,Overcast,70
1570,0.01,Normal,Overcast,70
1571,0.02,Normal,Overcast,70
1572,0.02,Normal,Overcast,70
1573,0.02,Normal,Overcast,60
1574,0,Normal,Overcast,80
1575,0,Normal,Overcast,70
1576,0.01,Rain,Light Rain,80
1577,0,Normal,Overcast,70
1578,0,Normal,Overcast,90
1579,0.01,Rain,Light Rain,70
1580,0.01,Rain,Light Rain,70
1581,0.02,Rain,Light Rain,80
1582,0.02,Rain,Light Rain,70
1583,0.02,Rain,Light Rain,80
1584,0.02,Normal,Overcast,70
1585,0.01,Normal,Overcast,70
1586,0.01,Normal,Overcast,80
1587,0.02,Rain,Light Rain,80
1588,0.12,Rain,Light Rain,70
1589,0.13,Rain,Light Rain,70
1590,0,Rain,Rain,70
1591,0.21,Rain,Rain,60
1592,0.23,Rain,Rain,70
1593,0.26,Rain,Rain,70
1594,0.03,Rain,Light Rain,70
1595,0.08,Rain,Light Rain,60
1596,0.1,Rain,Rain,80
1597,0.13,Rain,Rain,0
1598,0.01,Rain,Light Rain,0
1599,0.01,Normal,Overcast,0
1600,0.02,Rain,Light Rain,80
1601,0.02,Rain,Light Rain,80
1602,0.02,Normal,Overcast,100
1603,0.02,Normal,Overcast,120
1604,0.02,Normal,Overcast,170
1605,0,Rain,Light Rain,0
1606,0.02,Rain,Light Rain,180
1607,0.03,Rain,Light Rain,180
1608,0.04,Rain,Light Rain,180
1609,0.1,Rain,Light Rain,170
1610,0.1,Normal,Overcast,180
1611,0.1,Normal,Overcast,170
1612,0.01,Normal,Overcast,190
1613,0.01,Normal,Overcast,180
1614,0,Rain,Light Rain,170
1615,0.06,Rain,Light Rain,0
1616,0.07,Normal,Overcast,0
1617,0.02,Rain,Light Rain,160
1618,0.02,Normal,Overcast,180
1619,0.04,Rain,Light Rain,190
1620,0.04,Rain,Light Rain,0
1621,0,Rain,Light Rain,0
1622,0.04,Rain,Light Rain,180
1623,0.04,Rain,Light Rain,190
1624,0.08,Rain,Light Rain,170
1625,0.03,Rain,Rain,0
1626,0.06,Rain,Light Rain,0
1627,0.09,Normal,Overcast,0
1628,0.01,Normal,Overcast,0
1629,0.01,Normal,Overcast,0
1630,0.01,Normal,Overcast,190
1631,0.01,Normal,Overcast,0
1632,0,Normal,Mostly Cloudy,170
1633,0,Normal,Mostly Cloudy,160
1634,0,Normal,Clear,160
1635,0,Normal,Clear,0
1636,0,Normal,Mostly Cloudy,0
1637,0,Normal,Mostly Cloudy,170
1638,0,Normal,Mostly Cloudy,200
1639,0,Normal,Overcast,0
1640,0,Normal,Overcast,0
1641,0,Normal,Overcast,250
1642,0,Normal,Overcast,260
1643,0,Normal,Overcast,260
1644,0,Normal,Overcast,260
1645,0,Normal,Overcast,260
1646,0,Normal,Overcast,0
1647,0,Normal,Overcast,270
1648,0,Normal,Overcast,0
1649,0,Normal,Overcast,260
1650,0,Normal,Overcast,260
1651,0,Rain,Light Rain,270
1652,0,Normal,Overcast,260
1653,0,Normal,Mostly Cloudy,260
1654,0,Normal,Mostly Cloudy,0
1655,0,Normal,Mostly Cloudy,250
1656,0,Normal,Overcast,250
1657,0,Normal,Overcast,0
1658,0,Normal,Overcast,250
1659,0,Normal,Mostly Cloudy,240
1660,0,Normal,Mostly Cloudy,250
1661,0,Normal,Overcast,260
1662,0,Normal,Overcast,260
1663,0,Normal,Overcast,280
1664,0,Normal,Overcast,0
1665,0,Normal,Overcast,0
1666,0,Normal,Overcast,270
1667,0,Normal,Overcast,0
1668,0,Normal,Overcast,290
1669,0,Normal,Overcast,280
1670,0,Normal,Overcast,290
1671,0,Normal,Overcast,290
1672,0,Normal,Overcast,290
1673,0,Normal,Mostly Cloudy,0
1674,0,Normal,Clear,300
1675,0,Normal,Clear,300
1676,0,Normal,Clear,300
1677,0,Normal,Scattered Clouds,290
1678,0,Normal,Partly Cloudy,0
1679,0,Normal,Partly Cloudy,320
1680,0,Normal,Clear,290
1681,0,Normal,Clear,300
1682,0,Normal,Clear,0
1683,0,Normal,Clear,0
1684,0,Normal,Clear,320
1685,0,Normal,Clear,310
1686,0,Normal,Clear,0
1687,0,Normal,Clear,0
1688,0,Normal,Clear,0
1689,0,Normal,Clear,310
1690,0,Normal,Clear,0
1691,0,Normal,Clear,0
1692,0,Normal,Clear,0
1693,0,Normal,Clear,310
1694,0,Normal,Clear,0
1695,0,Normal,Clear,320
1696,0,Normal,Clear,0
1697,0,Normal,Clear,0
1698,0,Normal,Clear,0
1699,0,Normal,Clear,270
1700,0,Normal,Partly Cloudy,0
1701,0,Normal,Clear,280
1702,0,Normal,Clear,260
1703,0,Normal,Clear,0
1704,0,Normal,Clear,260
1705,0,Normal,Clear,0
1706,0,Normal,Clear,280
1707,0,Normal,Clear,0
1708,0,Normal,Clear,240
1709,0,Normal,Clear,0
1710,0,Normal,Clear,0
1711,0,Normal,Clear,250
1712,0,Normal,Clear,0
1713,0,Normal,Clear,250
1714,0,Normal,Clear,240
1715,0,Normal,Clear,260
1716,0,Normal,Clear,0
1717,0,Normal,Clear,260
1718,0,Normal,Clear,0
1719,0,Normal,Clear,0
1720,0,Normal,Clear,260
1721,0,Normal,Clear,250
1722,0,Normal,Clear,250
1723,0,Normal,Clear,0
1724,0,Normal,Clear,0
1725,0,Normal,Clear,250
1726,0,Normal,Clear,250
1727,0,Normal,Clear,0
1728,0,Normal,Clear,0
1729,0,Normal,Clear,230
1730,0,Normal,Clear,230
1731,0,Normal,Clear,0
1732,0,Normal,Clear,240
1733,0,Normal,Clear,230
