comment_count,heat,likes,tags,year,month,weekday,hour,createtime
16,7487,7471,"['AusOpen', 'TweenerTuesday']",2018,2,1,21,2018-02-26 21:57:36
36,7142,7106,['AusOpen'],2018,2,1,3,2018-02-26 03:27:11
33,5317,5284,[],2018,2,0,6,2018-02-25 06:06:19
91,14307,14216,['AusOpen'],2018,2,5,4,2018-02-23 04:31:48
43,17926,17883,['AusOpen'],2018,2,3,22,2018-02-21 22:48:09
106,17169,17063,['AusOpen'],2018,2,2,2,2018-02-20 02:30:57
382,54921,54539,[],2018,2,5,15,2018-02-16 15:28:02
50,8465,8415,['AusOpen'],2018,2,4,23,2018-02-15 23:59:54
74,23352,23278,[],2018,2,4,18,2018-02-15 18:19:56
25,11343,11318,['AusOpen'],2018,2,3,21,2018-02-14 21:02:57
12,11907,11895,"['AusOpen', 'ValentinesDay']",2018,2,3,17,2018-02-14 17:33:32
119,31844,31725,"['AusOpen', 'ValentinesDay']",2018,2,3,1,2018-02-14 01:39:47
7,4497,4490,['AusOpen'],2018,2,2,17,2018-02-13 17:56:01
11,5490,5479,['AusOpen'],2018,2,1,23,2018-02-12 23:50:21
176,24991,24815,[],2018,2,1,1,2018-02-12 01:00:02
55,24111,24056,"['flasbackfriday', 'AusOpen']",2018,2,4,20,2018-02-08 20:13:00
31,12222,12191,['AusOpen'],2018,2,4,2,2018-02-08 02:20:01
36,13307,13271,['AusOpen'],2018,2,3,1,2018-02-07 01:17:09
20,15194,15174,['AusOpen'],2018,2,2,0,2018-02-06 00:27:02
74,37644,37570,['AusOpen'],2018,2,0,18,2018-02-04 18:25:15
110,40953,40843,"['RF20', 'AusOpen']",2018,1,0,23,2018-01-28 23:21:35
147,48373,48226,"['RF20', 'AusOpen']",2018,1,0,19,2018-01-28 19:21:59
232,32915,32683,"['RF20', 'AusOpen', 'Rolex']",2018,1,0,16,2018-01-28 16:19:24
108,57532,57424,['ausopen'],2018,1,0,14,2018-01-28 14:42:38
316,19014,18698,"['AusOpen', 'beheardberecognised']",2018,1,0,13,2018-01-28 13:15:12
66,24553,24487,['ausopen'],2018,1,0,12,2018-01-28 12:05:47
182,58794,58612,"['RF20', 'ausopen']",2018,1,0,10,2018-01-28 10:48:10
36,22483,22447,['AusOpen'],2018,1,0,10,2018-01-28 10:02:55
108,46039,45931,['ausopen'],2018,1,0,9,2018-01-28 09:08:12
79,40179,40100,['ausopen'],2018,1,0,7,2018-01-28 07:48:20
167,39100,38933,"['RF20', 'AusOpen']",2018,1,0,7,2018-01-28 07:23:04
364,80363,79999,"['ausopen', 'RF20']",2018,1,0,7,2018-01-28 07:16:43
908,102823,101915,"['ausopen', 'RF20']",2018,1,0,6,2018-01-28 06:48:14
134,19326,19192,['ausopen'],2018,1,0,6,2018-01-28 06:24:13
250,48881,48631,['ausopen'],2018,1,0,5,2018-01-28 05:49:30
63,18607,18544,['ausopen'],2018,1,0,5,2018-01-28 05:16:29
31,15196,15165,['ausopen'],2018,1,0,4,2018-01-28 04:41:02
83,29793,29710,['ausopen'],2018,1,0,4,2018-01-28 04:11:30
71,9963,9892,['ausopen'],2018,1,0,3,2018-01-28 03:52:01
194,26632,26438,['ausopen'],2018,1,0,3,2018-01-28 03:28:01
41,8832,8791,['ausopen'],2018,1,0,2,2018-01-28 02:21:13
21,3446,3425,['AOLiveStage'],2018,1,0,1,2018-01-28 01:27:59
46,20851,20805,['ausopen'],2018,1,0,1,2018-01-28 01:26:05
9,4427,4418,"['BarillaAO', 'AusOpen', 'MastersOfPasta']",2018,1,0,1,2018-01-28 01:14:51
42,11648,11606,['AusOpen'],2018,1,0,0,2018-01-28 00:32:30
42,14953,14911,['ausopen'],2018,1,0,0,2018-01-28 00:01:03
160,45667,45507,['AusOpen'],2018,1,6,23,2018-01-27 23:36:09
9,4895,4886,"['KiaTennis', 'AusOpen']",2018,1,6,22,2018-01-27 22:49:22
63,20963,20900,['ausopen'],2018,1,6,22,2018-01-27 22:21:56
10,5504,5494,['AusOpen'],2018,1,6,18,2018-01-27 18:59:42
22,8675,8653,['beheardberecognised'],2018,1,6,15,2018-01-27 15:40:14
32,12736,12704,['ausopen'],2018,1,6,14,2018-01-27 14:45:09
12,6933,6921,['ausopen'],2018,1,6,13,2018-01-27 13:18:02
2,3983,3981,['mastercardau'],2018,1,6,12,2018-01-27 12:13:41
14,10353,10339,['ausopen'],2018,1,6,11,2018-01-27 11:02:25
324,35903,35579,['ausopen'],2018,1,6,10,2018-01-27 10:13:57
118,35550,35432,['ausopen'],2018,1,6,9,2018-01-27 09:27:06
61,23416,23355,['ausopen'],2018,1,6,7,2018-01-27 07:53:18
249,46123,45874,['ausopen'],2018,1,6,7,2018-01-27 07:09:26
420,49176,48756,['ausopen'],2018,1,6,6,2018-01-27 06:35:58
66,13632,13566,['ausopen'],2018,1,6,6,2018-01-27 06:04:38
65,12161,12096,['ausopen'],2018,1,6,5,2018-01-27 05:48:23
8,3609,3601,"['kiatennis', 'AusOpen']",2018,1,6,5,2018-01-27 05:23:09
130,20834,20704,['ausopen'],2018,1,6,5,2018-01-27 05:13:13
53,14025,13972,['ausopen'],2018,1,6,4,2018-01-27 04:27:53
62,13095,13033,['ausopen'],2018,1,6,3,2018-01-27 03:54:30
10,2561,2551,"['AusOpen', 'Chains']",2018,1,6,3,2018-01-27 03:44:02
97,6606,6509,['ausopen'],2018,1,6,3,2018-01-27 03:07:49
33,9005,8972,['ausopen'],2018,1,6,2,2018-01-27 02:28:07
184,56033,55849,['AusOpen'],2018,1,6,2,2018-01-27 02:22:22
7,3171,3164,"['BarillaAO', 'AusOpen', 'MastersOfPasta']",2018,1,6,1,2018-01-27 01:54:14
38,11794,11756,['ausopen'],2018,1,6,1,2018-01-27 01:49:17
11,2650,2639,"['AOLiveStage', 'AusOpen']",2018,1,6,0,2018-01-27 00:46:50
35,16711,16676,['ausopen'],2018,1,6,0,2018-01-27 00:43:09
3,3070,3067,"['VisitMelbourne', 'AusOpen', 'visitvictoria', 'Melbourne']",2018,1,6,0,2018-01-27 00:26:18
43,11058,11015,['ausopen'],2018,1,5,23,2018-01-26 23:15:40
23,5120,5097,['ausopen'],2018,1,5,22,2018-01-26 22:22:46
10,4014,4004,['AusOpen'],2018,1,5,21,2018-01-26 21:55:14
12,4718,4706,"['KiaTennis', 'Murray', 'AusOpen']",2018,1,5,18,2018-01-26 18:20:11
7,4547,4540,['AusOpen'],2018,1,5,15,2018-01-26 15:37:35
22,8978,8956,['ausopen'],2018,1,5,14,2018-01-26 14:17:40
63,11079,11016,['ausopen'],2018,1,5,12,2018-01-26 12:50:22
4,3701,3697,"['BeAWellBeing', 'Blackmores']",2018,1,5,11,2018-01-26 11:52:50
16,5987,5971,['ausopen'],2018,1,5,10,2018-01-26 10:31:28
219,32094,31875,['ausopen'],2018,1,5,9,2018-01-26 09:33:55
114,20302,20188,['ausopen'],2018,1,5,8,2018-01-26 08:15:27
32,9141,9109,['ausopen'],2018,1,5,7,2018-01-26 07:09:12
27,6034,6007,['AusOpen'],2018,1,5,6,2018-01-26 06:25:22
154,14736,14582,['beheardberecognised'],2018,1,5,5,2018-01-26 05:40:56
254,34483,34229,['ausopen'],2018,1,5,4,2018-01-26 04:54:28
12,4103,4091,"['visitmelbourne', 'melbournetwist']",2018,1,5,4,2018-01-26 04:27:18
250,19557,19307,"['ausopen', '6']",2018,1,5,3,2018-01-26 03:19:26
42,12722,12680,['ausopen'],2018,1,5,2,2018-01-26 02:42:41
14,7809,7795,['ausopen'],2018,1,5,1,2018-01-26 01:22:34
5,2485,2480,"['KiaTennis', 'AusOpen']",2018,1,5,1,2018-01-26 01:15:23
7,2107,2100,"['AperolSpritzAU', 'ClubAperol']",2018,1,5,0,2018-01-26 00:20:40
8,3698,3690,['AusOpen'],2018,1,5,0,2018-01-26 00:05:22
122,15715,15593,['ausopen'],2018,1,5,0,2018-01-26 00:00:18
3,2219,2216,['AOLiveStage'],2018,1,4,22,2018-01-25 22:15:32
8,4128,4120,"['BarillaAO', 'AusOpen', 'MastersOfPasta']",2018,1,4,20,2018-01-25 20:53:55
215,26272,26057,"['CaptionThis', 'AusOpen']",2018,1,4,18,2018-01-25 18:57:47
11,3143,3132,['AusOpen'],2018,1,4,18,2018-01-25 18:27:19
13,7474,7461,['ausopen'],2018,1,4,15,2018-01-25 15:08:04
40,7398,7358,['ausopen'],2018,1,4,13,2018-01-25 13:42:33
11,8163,8152,['ausopen'],2018,1,4,12,2018-01-25 12:49:08
107,12491,12384,['ausopen'],2018,1,4,11,2018-01-25 11:38:44
7,3659,3652,"['ausopen', 'mastercardau']",2018,1,4,10,2018-01-25 10:35:11
169,17004,16835,['ausopen'],2018,1,4,9,2018-01-25 09:32:12
22,12856,12834,['ausopen'],2018,1,4,8,2018-01-25 08:35:51
90,11214,11124,['beheardberecognised'],2018,1,4,6,2018-01-25 06:51:45
104,15150,15046,['ausopen'],2018,1,4,6,2018-01-25 06:13:20
12,4872,4860,['KiaTennis'],2018,1,4,5,2018-01-25 05:36:49
6,2424,2418,['AOLiveStage'],2018,1,4,5,2018-01-25 05:15:57
44,10139,10095,['ausopen'],2018,1,4,4,2018-01-25 04:31:00
53,7250,7197,['ausopen'],2018,1,4,3,2018-01-25 03:45:28
5,2369,2364,"['Yonex', 'AusOpen', 'YonexTensionWins']",2018,1,4,3,2018-01-25 03:14:17
227,20579,20352,['ausopen'],2018,1,4,2,2018-01-25 02:51:53
158,14142,13984,['ausopen'],2018,1,4,1,2018-01-25 01:46:51
71,11274,11203,['ausopen'],2018,1,4,1,2018-01-25 01:00:16
20,4498,4478,"['ClubAperol', 'SPRITZLIFE', 'summerinaglass', 'AperolSpritzAU', 'AperolSpritz']",2018,1,4,0,2018-01-25 00:38:30
63,13841,13778,['ausopen'],2018,1,4,0,2018-01-25 00:10:58
0,1956,1956,"['ccracquetclub', 'AusOpen', 'CanadianClub']",2018,1,3,23,2018-01-24 23:31:26
1,2206,2205,"['AOLiveStage', 'AusOpen']",2018,1,3,23,2018-01-24 23:18:58
43,8642,8599,['AusOpen'],2018,1,3,23,2018-01-24 23:13:59
9,7118,7109,['ausopen'],2018,1,3,23,2018-01-24 23:10:54
9,4501,4492,['AusOpen'],2018,1,3,21,2018-01-24 21:46:45
15,6234,6219,['ausopen'],2018,1,3,21,2018-01-24 21:14:37
8,4314,4306,"['wandervictoria', 'visitmelbourne', 'AusOpen']",2018,1,3,19,2018-01-24 19:02:29
224,17215,16991,['AusOpen'],2018,1,3,18,2018-01-24 18:01:23
16,5360,5344,"['BeAWellBeing', 'Blackmores']",2018,1,3,16,2018-01-24 16:03:49
22,6036,6014,['ausopen'],2018,1,3,13,2018-01-24 13:32:40
189,17211,17022,['ausopen'],2018,1,3,12,2018-01-24 12:33:44
23,8404,8381,['ausopen'],2018,1,3,11,2018-01-24 11:42:38
14,5605,5591,['ausopen'],2018,1,3,10,2018-01-24 10:34:29
9,4340,4331,"['KiaTennis', 'AusOpen']",2018,1,3,9,2018-01-24 09:36:38
280,35968,35688,"['AusOpen', 'FlindersStreetStation']",2018,1,3,8,2018-01-24 08:01:18
13,3941,3928,"['BarillaAO', 'AusOpen', 'MastersOfPasta']",2018,1,3,7,2018-01-24 07:12:44
172,29172,29000,['ausopen'],2018,1,3,6,2018-01-24 06:07:36
69,14724,14655,['ausopen'],2018,1,3,5,2018-01-24 05:38:09
10,2729,2719,"['AOLiveStage', 'AusOpen']",2018,1,3,5,2018-01-24 05:25:57
46,17046,17000,['ausopen'],2018,1,3,4,2018-01-24 04:48:33
21,5181,5160,['beheardberecognised'],2018,1,3,4,2018-01-24 04:14:10
33,9935,9902,['ausopen'],2018,1,3,3,2018-01-24 03:47:14
0,1824,1824,['AusOpen'],2018,1,3,2,2018-01-24 02:43:23
214,16685,16471,['ausopen'],2018,1,3,2,2018-01-24 02:12:39
12,2942,2930,"['AusOpen', 'LavazzaAO']",2018,1,3,1,2018-01-24 01:42:49
34,7847,7813,"['tennis', 'flashbackfriday', 'instasport', 'birthday', 'atpworldtour', 'tennistv', 'atp', 'sport']",2018,4,5,7,2018-04-06 07:55:47
154,13457,13303,"['tbt', 'tennis', 'montecarlo', 'instasport', 'becker', 'throwback', 'atpworldtour', 'tennistv', 'atp', 'sport', 'throwbackthursday']",2018,4,4,7,2018-04-05 07:40:46
9,4499,4490,"['tennis', 'montecarlo', 'wednesday', 'instasport', 'goffin', 'atpworldtour', 'tennistv', 'atp', 'sport', 'humpday', 'joy', 'emotions']",2018,4,3,12,2018-04-04 12:22:09
83,13180,13097,"['tennis', 'miami', 'nadal', 'instasport', 'federer', 'otd', 'throwback', 'atpworldtour', 'tennistv', 'OnThisDay', 'atp', 'sport', 'miamiopen']",2018,4,2,13,2018-04-03 13:55:20
128,16697,16569,"['tennis', 'miami', 'hotshots', 'instasport', 'bestshots', 'atpworldtour', 'tennistv', 'atp', 'sport', 'miamiopen']",2018,4,2,8,2018-04-03 08:04:14
55,11210,11155,"['tennis', 'miami', 'hotshots', 'instasport', 'bestshots', 'atpworldtour', 'tennistv', 'atp', 'sport', 'miamiopen']",2018,4,2,6,2018-04-03 06:31:09
31,8391,8360,"['tennis', 'miami', 'slowmotion', 'champion', 'winning', 'atpworldtour', 'tennistv', 'johnisner', 'motivationmonday', 'atp', 'slowmo', 'miamiopen', 'mondaymotivation', 'isner']",2018,4,1,18,2018-04-02 18:32:58
63,10589,10526,"['tennis', 'miami', 'sports', 'tennisv', 'sport', 'miamiopen']",2018,4,1,12,2018-04-02 12:33:05
147,12768,12621,"['tennis', 'numberone', 'no1', 'nadal', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'sport']",2018,4,1,9,2018-04-02 09:00:01
27,6382,6355,"['tennis', 'miami', 'crandonpark', 'instasport', 'keybiscayne', 'sports', 'tennistv', 'miamiopen']",2018,4,0,20,2018-04-01 20:00:03
166,19040,18874,"['tennis', 'miami', '305', 'instasport', 'champion', 'zverev', 'speech', 'atpworldtour', 'tennistv', 'johnisner', 'atp', 'instagood', 'respect', 'miamiopen']",2018,4,0,17,2018-04-01 17:21:45
44,8305,8261,"['tennis', 'miami', 'winning', 'slomo', 'instaslow', 'atpworldtour', 'tennistv', 'johnisner', 'atp', 'slowmo', 'miamiopen', 'celly', 'celebration', 'isner']",2018,4,0,16,2018-04-01 16:45:08
80,14560,14480,"['tennis', '305', 'miami', 'instasport', 'champion', 'atpworldtour', 'tennistv', 'johnisner', 'atp', 'instagood', 'miamiopen', 'isner']",2018,4,0,15,2018-04-01 15:55:09
144,18278,18134,"['tennis', 'miami', 'miamiopen', 'instasport', 'champion', 'winning', 'tennistv', 'johnisner', 'sports', 'usa', 'isner']",2018,4,0,15,2018-04-01 15:39:55
125,17692,17567,"['tennis', '305', 'hotshot', 'instasport', 'zverev', 'Miami', 'atpworldtour', 'tennistv', 'miamiopen', 'isner']",2018,4,0,15,2018-04-01 15:14:18
24,6277,6253,"['tennis', 'miami', 'zverev', 'isner', 'atpworldtour', 'tennistv', 'atp', 'livestream', 'sports', 'miamiopen', 'live', 'livesports']",2018,4,0,13,2018-04-01 13:16:47
139,10414,10275,"['tennis', 'miami', 'zverev', 'atpworldtour', 'tennistv', 'sports', 'atp', 'livestream', 'sport', 'miamiopen', 'isner']",2018,4,0,9,2018-04-01 09:42:26
86,5187,5101,"['tennis', 'miami', 'zverev', 'atpworldtour', 'tennistv', 'sports', 'atp', 'livestream', 'sport', 'miamiopen', 'live', 'isner']",2018,3,6,18,2018-03-31 18:32:13
37,11204,11167,"['tennis', 'miami', 'bryanbrothers', 'doubles', 'winning', 'bryans', 'tennistv', 'sports', 'miamiopen', 'champions']",2018,3,6,17,2018-03-31 17:40:24
55,11691,11636,"['tennis', 'miami', 'instasport', 'zverev', 'saschazverev', 'tennistv', 'atp', 'miamitennis', 'miamiopen']",2018,3,5,21,2018-03-30 21:36:21
94,8746,8652,"['tennis', 'miami', 'instasport', 'zverev', 'atpworldtour', 'sports', 'tennistv', 'atp', 'saschazverev', 'sport', 'miamiopen']",2018,3,5,18,2018-03-30 18:37:23
96,12384,12288,"['tennis', 'miami', 'highlights', 'atpworldtour', 'tennistv', 'johnisner', 'atp', 'miamiopen', 'isner']",2018,3,5,18,2018-03-30 18:04:03
49,8634,8585,"['tennis', 'miami', 'ole', 'delpotro', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'delpo', 'fifteenlove', 'miamiopen']",2018,3,5,15,2018-03-30 15:26:42
65,11561,11496,"['tennis', 'toogood', 'miami', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'johnisner', 'delpo', 'instagood', 'miamiopen', 'isner']",2018,3,5,15,2018-03-30 15:00:37
130,13555,13425,"['tennis', 'miami', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'johnisner', 'miamiopen', 'isner']",2018,3,5,14,2018-03-30 14:20:15
7,7478,7471,"['tennis', 'miami', 'views', 'fridayfeeling', 'keybiscayne', 'tennistv', 'delpo', 'viewgoals', 'sports', 'instagood', 'sport', 'miamiopen']",2018,3,5,13,2018-03-30 13:42:42
50,12132,12082,"['tennis', 'miami', '305', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'miamiopen']",2018,3,4,23,2018-03-29 23:08:47
25,9462,9437,"['tennis', 'coric', 'miami', '305', 'bornacoric', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'battle', 'miamiopen']",2018,3,4,22,2018-03-29 22:22:30
28,6521,6493,"['tennis', 'miami', '305', 'instasport', 'pablocarrenobusta', 'atpworldtour', 'tennistv', 'atp', 'miamiopen']",2018,3,4,18,2018-03-29 18:51:45
128,13120,12992,"['tennis', 'miami', 'hotshot', 'instasport', 'atpworldtour', 'tennistv', 'sports', 'atp', 'miamiopen', 'carrenobusta']",2018,3,4,18,2018-03-29 18:19:05
97,11918,11821,"['tennis', 'miami', 'instasport', 'sports', 'tennistv', 'funny', 'miamiopen']",2018,3,4,16,2018-03-29 16:49:00
69,6460,6391,"['tennis', 'miami', 'bryanbrothers', 'iconic', 'instasport', 'bryans', 'tennistv', 'sports', 'miamiopen', 'celly', 'celebration']",2018,3,4,13,2018-03-29 13:12:33
146,16854,16708,"['tennis', 'miami', 'florida', 'delpotro', 'instasport', 'atpworldtour', 'tennistv', 'delpo', 'funny', 'atp', 'sport']",2018,3,4,7,2018-03-29 07:12:39
46,9297,9251,"['tennis', 'miami', 'crowd', 'atmosphere', 'delpotro', 'instasport', 'tennistv', 'delpo', 'sports', 'miamiopen']",2018,3,4,1,2018-03-29 01:43:13
82,14423,14341,"['tennis', '305', 'miami', 'delpotro', 'instasport', 'MiamiOpen', 'oleoleole', 'atpworldtour', 'tennistv', 'atp', 'delpo', 'raonic']",2018,3,4,1,2018-03-29 01:06:09
195,16313,16118,"['tennis', 'miami', 'hotshot', 'delpotro', 'instasport', 'atpworldtour', 'tennistv', 'delpo', 'atp', 'miamiopen', 'fire']",2018,3,3,22,2018-03-28 22:13:24
10,4794,4784,"['tennis', '305', 'miami', 'instasport', 'steviej', 'stevejohnson', 'tennistv', 'atp', 'atpworldtour', 'instagood', 'miamiopen', 'lol']",2018,3,3,19,2018-03-28 19:05:50
133,13922,13789,"['tennis', 'miami', 'nadal', 'federer', 'instasport', 'otd', 'throwback', 'onthisday', 'tennistv', 'fedal', 'flashback', 'miamiopen']",2018,3,3,18,2018-03-28 18:02:41
17,5787,5770,"['tennis', 'miamiopen', 'HumpDay', 'instasport', 'tennistv', 'humpday']",2018,3,3,14,2018-03-28 14:38:04
106,16204,16098,"['tennis', 'coric', 'miami', 'bornacoric', 'shapovalov', 'instasport', 'atpworldtour', 'tennistv', 'sports', 'atp', 'miamiopen']",2018,3,3,13,2018-03-28 13:00:51
88,15382,15294,"['tennis', 'hotshot', 'shanghai', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'sport', 'stantheman', 'wawrinka']",2018,3,3,7,2018-03-28 07:55:04
47,12334,12287,"['tennis', 'miami', 'florida', 'instasport', 'zverev', 'atpworldtour', 'tennistv', 'atp', 'sport', 'kyrgios']",2018,3,3,7,2018-03-28 07:07:10
132,7804,7672,"['tennis', 'miami', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'sports', 'miamiopen']",2018,3,2,23,2018-03-27 23:22:11
47,11992,11945,"['tennis', 'miami', 'instasport', 'atpworldtour', 'sports', 'tennistv', 'atp', 'sport', 'miamiopen']",2018,3,2,23,2018-03-27 23:18:36
242,16567,16325,"['tennis', 'miami', 'instasport', 'zverev', 'atpworldtour', 'sports', 'tennistv', 'atp', 'funny', 'miamiopen']",2018,3,2,22,2018-03-27 22:34:31
26,5737,5711,"['tennis', 'coric', 'miami', 'bornacoric', 'instasport', 'winning', 'atpworldtour', 'sports', 'tennistv', 'atp', 'miamiopen']",2018,3,2,19,2018-03-27 19:33:44
103,10444,10341,"['tennis', 'miami', 'hype', 'instasport', 'saschazverev', 'nickkyrgios', 'tennistv', 'sports', 'miamiopen', 'kyrgios']",2018,3,2,16,2018-03-27 16:59:48
47,9534,9487,"['tennis', '305', 'miami', 'tiafoe', 'bigfoe', 'atpworldtour', 'tennistv', 'atp', 'miamiopen']",2018,3,2,16,2018-03-27 16:24:03
548,11947,11399,"['tennis', 'racketsmash', 'miami', 'angry', 'instasport', 'redmist', 'youzhny', 'tennistv', 'sports', 'sport', 'miamiopen']",2018,3,2,11,2018-03-27 11:02:10
11,7323,7312,"['tennis', 'miami', '305', 'Kevinanderson', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'miamiopen']",2018,3,1,22,2018-03-26 22:35:39
275,12285,12010,"['tennis', 'hype', 'instasport', 'zverev', 'saschazverev', 'tennistv', 'sports', 'nickkyrgios', 'atp', 'atpworldtour', 'sport', 'kyrgios']",2018,3,1,21,2018-03-26 21:58:21
58,12042,11984,"['tennis', 'miami', 'hotshot', 'usa', 'instasport', 'highlights', 'atpworldtour', 'tennistv', 'atp', 'sports', 'miamiopen', 'canada']",2018,3,1,21,2018-03-26 21:24:32
387,23868,23481,"['tennis', 'miami', 'cute', 'zverev', 'saschazverev', 'tennistv', 'atpworldtour', 'atp', 'miamiopen']",2018,3,1,19,2018-03-26 19:50:46
105,9848,9743,"['tennis', 'shapovalov', 'tenniscanada', 'atpworldtour', 'tennistv', 'atp', 'miamiopen', 'gocanadago']",2018,3,1,19,2018-03-26 19:40:49
187,15381,15194,"['tennis', 'miami', 'cute', 'instasport', 'atpworldtour', 'nickkyrgios', 'tennistv', 'atp', 'sports', 'miamiopen', 'kyrgios']",2018,3,1,16,2018-03-26 16:34:59
14,5234,5220,"['tennis', '305', 'celtics', 'instasport', 'nba', 'atpworldtour', 'tennistv', 'atp', 'nickkyrgios', 'kyrgios', 'miamiopen', 'msdstrong']",2018,3,1,10,2018-03-26 10:14:26
337,11301,10964,"['tennis', 'miami', 'mondays', 'instasport', 'monday', 'throwback', 'atpworldtour', 'tennistv', 'atp', 'sports', 'mondaymood', 'miamiopen']",2018,3,1,9,2018-03-26 09:36:32
76,13634,13558,"['tennis', 'crandonpark', 'miamiopen2018', 'instasport', 'ftw', 'backspin', 'atpworldtour', 'tennistv', 'atp', 'milosraonic', 'raonic']",2018,3,1,0,2018-03-26 00:28:35
14,4558,4544,"['tennis', 'crandonpark', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'miamiopen']",2018,3,0,20,2018-03-25 20:06:50
41,9060,9019,"['tennis', 'trickshot', 'miami', 'hotshot', 'nishikori', 'sports', 'tennistv', 'sport', 'miamiopen']",2018,3,0,17,2018-03-25 17:54:12
554,33200,32646,"['tennis', 'instasport', 'commitment', 'tenniscanada', 'atpworldtour', 'tennistv', 'atp', 'vasekpospisil', 'miamiopen', 'pospisil']",2018,3,0,17,2018-03-25 17:16:02
21,6446,6425,"['tennis', 'miami', 'delpotro', 'instasport', 'fans', 'tennistv', 'delpo', 'sports', 'miamiopen', 'sundayfunday']",2018,3,0,12,2018-03-25 12:50:15
8,3079,3071,"['tennis', 'miami', 'views', 'florida', 'instasport', 'scenic', 'atpworldtour', 'tennistv', 'instagood', 'sports', 'atp', 'miamiopen']",2018,3,0,11,2018-03-25 11:13:00
157,9929,9772,"['tennis', 'miami', 'delpotro', 'instasport', 'nishikori', 'atpworldtour', 'tennistv', 'delpo', 'atp', 'sports', 'miamiopen']",2018,3,0,9,2018-03-25 09:23:42
97,13024,12927,"['tennis', 'miami', 'instasport', 'atpworldtour', 'nickkyrgios', 'tennistv', 'atp', 'sports', 'miamiopen', 'tweener', 'kyrgios']",2018,3,6,21,2018-03-24 21:50:55
129,10906,10777,"['tennis', 'miami', '305', 'aussiesofinstagram', 'kokkinakis', 'federer', 'instasport', 'atpworldtour', 'tennistv', 'atp', 'instagood', 'miamiopen']",2018,3,6,18,2018-03-24 18:52:50
370,19344,18974,"['tennis', 'miami', 'hotshot', 'federer', 'instasport', 'atpworldtour', 'tennistv', 'rogerfederer', 'atp', 'sports', 'miamiopen']",2018,3,6,17,2018-03-24 17:19:24
99,14409,14310,"['tennis', 'miami', 'shapovalov', 'instasport', 'sportshighlights', 'highlights', 'atpworldtour', 'tennistv', 'atp', 'sports', 'shapo', 'miamiopen']",2018,3,6,13,2018-03-24 13:53:38
79,10527,10448,"['tennis', 'miami', 'federer', 'instasport', 'atpworldtour', 'tennistv', 'rogerfederer', 'atp', 'sports', 'miamiopen']",2018,3,6,12,2018-03-24 12:16:00
68,10184,10116,"['tennis', 'miami', 'hotshot', 'highlights', 'atpworldtour', 'tennistv', 'atp', 'nickkyrgios', 'miamiopen', 'kyrgios']",2018,3,6,8,2018-03-24 08:58:52
418,22051,21633,"['tennis', 'miami', 'instasport', 'robinhaase', 'atpworldtour', 'sports', 'tennistv', 'atp', 'miamiopen']",2018,3,5,23,2018-03-23 23:25:11
39,8337,8298,"['tennis', 'miami', 'happy', 'delpotro', 'winning', 'tennistv', 'delpo', 'sports', 'miamiopen', 'smile']",2018,3,5,23,2018-03-23 23:05:55
278,17413,17135,"['tennis', 'miami', 'hotshot', 'delpotro', 'instasport', 'atpworldtour', 'tennistv', 'delpo', 'sports', 'atp', 'sport', 'miamiopen']",2018,3,5,22,2018-03-23 22:01:44
118,9410,9292,"['tennis', 'puppy', 'instasport', 'zverev', 'nationalpuppyday', 'puppiesofinstagram', 'tennistv', 'sports', 'atp', 'atpworldtour', 'dog']",2018,3,5,19,2018-03-23 19:41:51
151,11215,11064,"['tennis', 'miami', 'instasport', 'atpworldtour', 'tennistv', 'sports', 'atp', 'sport', 'miamiopen', 'benoitpaire', 'paire']",2018,3,5,17,2018-03-23 17:20:23
39,7687,7648,"['tennis', '305', 'crandonpark', 'instasport', 'tennistv', 'milosraonic', 'raonic', 'miamiopen']",2018,3,5,16,2018-03-23 16:23:29
15,4703,4688,"['tennis', 'instachile', 'miami', 'instasport', 'argentina', 'schwartzman', 'tennistv', 'sports', 'chile', 'miamiopen']",2018,3,5,15,2018-03-23 15:42:32
213,12384,12171,"['tennis', 'miami', 'delpotro', 'instasport', 'cute', 'atpworldtour', 'tennistv', 'delpo', 'sports', 'atp', 'miamiopen']",2018,3,5,14,2018-03-23 14:34:53
74,10958,10884,"['tennis', 'miami', 'atpworldtour', 'tennistv', 'sports', 'atp', 'sport', 'miamiopen', 'paire']",2018,3,5,11,2018-03-23 11:37:15
158,10556,10398,"['tennis', 'fail', 'instasport', 'tennistv', 'sports', 'funny', 'miamiopen']",2018,3,4,22,2018-03-22 22:43:43
21,8491,8470,"['tennis', 'miami', 'instasport', 'djokovic', 'atpworldtour', 'tennistv', 'atp', 'novakdjokovic', 'sport', 'miamiopen']",2018,3,4,19,2018-03-22 19:55:59
