twitter_id,create_at,tweet_text,user_id,user_location,tag_text,url,key_word,retweet_count,like_count,twitter_hour,twitter_weekday,twitter_day
56,2018-04-05 09:31:51,Practice on Court Rainier III for @david__goffin #rolexmcmasters #mccc #Comingsoon https://t.co/OwoLJhEjpP https://t.co/dknAnYXg1v,2219950722,Monaco,rolexmcmasters,https://t.co/OwoLJhEjpP,David Goffin,7,25,9,3,5
57,2018-04-05 09:31:49,Practice on Court Rainier III for @david__goffin #rolexmcmasters #mccc #Comingsoon https://t.co/OwoLJhEjpP https://t.co/p1R05OsyvL,2219950722,Monaco,rolexmcmasters,https://t.co/OwoLJhEjpP,David Goffin,2,10,9,3,5
80,2018-04-04 14:39:42,"✅ Dominic Thiem, el último campeón del #ArgentinaOpen ?

? En su paso por Argentina, el actual Nº7 del mundo habló… https://t.co/bJhNf7nk5H",746481602381910016,Ciudad Autónoma de Buenos Aire,ArgentinaOpen,https://t.co/bJhNf7nk5H,Dominic Thiem,4,13,14,5,4
58,2018-04-04 14:26:13,RT @tennisplazabenl: .@David__Goffin werkt aan terugkeer in Monaco: https://t.co/2GST6gjgeh #tennis #atp,4801632014,"Tokyo, Japan",tennis,https://t.co/2GST6gjgeh,David Goffin,1,0,14,2,4
59,2018-04-04 14:20:49,.@David__Goffin werkt aan terugkeer in Monaco: https://t.co/2GST6gjgeh #tennis #atp,738282594,België,tennis,https://t.co/2GST6gjgeh,David Goffin,1,2,14,2,4
73,2018-04-04 14:07:13,#NotasDeImpacto Hijo de David Beckham buscaría ser tenista profesional. Romeo Beckham tuvo la oportunidad de entren… https://t.co/tywm7AGLnA,32620600,"Houston, TX, USA",NotasDeImpacto,https://t.co/tywm7AGLnA,Grigor Dimitrov,0,11,14,2,4
60,2018-04-04 10:26:36,"Tennis &gt; Sport&gt;""J'ai été bluffé par David Goffin"": Xavier Malisse..https://t.co/jpVqxIJmiW #tennis https://t.co/b818DvWFWQ",604842991,,tennis,https://t.co/jpVqxIJmiW,David Goffin,0,0,10,2,4
134,2018-04-03 23:07:20,"RT @Eustoma8: Kei Nishikori 

#keinishikori 
#nycblive 
#nyopen 
#nyopentennis 

https://t.co/n1g3KEdNhL https://t.co/LlSKl7Bjr1",864096581712138240,,keinishikori,https://t.co/n1g3KEdNhL,Kei Nishikori,6,0,23,6,3
112,2018-04-03 14:28:17,ATP - Monte-Carlo - Stan Wawrinka wild-card de luxe? - https://t.co/1meZ1tv2c7 #GoogleAlerts,542407421,Paris,GoogleAlerts,https://t.co/1meZ1tv2c7,Stan Wawrinka,0,0,14,5,3
113,2018-04-03 14:24:19,RT @TennisActu: ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,2366639865,India,rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,0,14,3,3
114,2018-04-03 10:58:00,ATP - Monte-Carlo : Stan Wawrinka... wild-card de luxe ? #RolexMCMasters #Wawrinka #Federer #MonteCarlo #RG https://t.co/VBfFKjl3fG,383123103,Europe,RolexMCMasters,https://t.co/VBfFKjl3fG,Stan Wawrinka,5,12,10,3,3
61,2018-04-03 10:10:11,Koreas tennis sensation Chung Hyeon ranked 19th in latest ATP rankings | #Tennis https://t.co/Eqe9FqNHHh,4925115757,,Tennis,https://t.co/Eqe9FqNHHh,Hyeon Chung,0,0,10,1,3
115,2018-04-03 08:05:33,RT @TennisActu: ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,1949984354,,rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,0,8,1,3
62,2018-04-03 07:58:36,Chung Hyeon In The Top 20 #ATP World Ranking - DAVERY XTRA - https://t.co/ejFATiq3Me #SPORTS #BBNAIJA #CHUNGHYEON… https://t.co/uKKlE8WAd4,946783802264817664,www.daveryxtra.com,ATP,https://t.co/ejFATiq3Me,Hyeon Chung,0,1,7,1,3
63,2018-04-03 07:58:36,Chung Hyeon In The Top 20 #ATP World Ranking - DAVERY XTRA - https://t.co/ejFATiq3Me #SPORTS #BBNAIJA #CHUNGHYEON… https://t.co/uKKlE8WAd4,946783802264817664,www.daveryxtra.com,SPORTS,https://t.co/ejFATiq3Me,Hyeon Chung,0,1,7,1,3
64,2018-04-03 07:35:10,#Breaking Rafael Nadal reclaims top position in men's ATP rankings replacing Roger Federer; Hyeon Chung breaks into… https://t.co/JXVtKlHfX2,2189730625,India,Breaking,https://t.co/JXVtKlHfX2,Hyeon Chung,0,0,7,1,3
116,2018-04-03 05:06:22,RT @TennisActu: ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,844592023420260352,"Narbonne, France",rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,0,5,1,3
117,2018-04-02 20:52:24,RT @TennisActu: ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,208586748,"Boulogne-Billancourt, Ile-de-France",rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,0,20,1,2
118,2018-04-02 20:45:54,RT @TennisActu: ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,227745356,Paris,rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,0,20,1,2
119,2018-04-02 20:37:59,ATP - Monte-Carlo : Stan Wawrinka wild-card de luxe? #rolexmcmasters #wawrinka #federer https://t.co/AOertajGut,383123103,Europe,rolexmcmasters,https://t.co/AOertajGut,Stan Wawrinka,5,17,20,1,2
135,2018-04-02 17:25:31,"RT @pimpmytennis: .@keinishikori caught a big fish ? King of the lake!
FreeHD➜ https://t.co/hwymOaR5uj
#MountFuji #AprilFoolDay #Fujiyama #…",3128852586,,MountFuji,https://t.co/hwymOaR5uj,Kei Nishikori,4,0,17,6,2
65,2018-04-02 16:45:29,"#RaceToLondon

1) Roger Federer (3.110)
2) Juan Martín del Potro (2.120)
3) Marin Cilic (1.470)
4) Hyeon Chung (1.2… https://t.co/WAbmLJKRxC",1960958143,,RaceToLondon,https://t.co/WAbmLJKRxC,Hyeon Chung,0,0,16,0,2
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
